length,x,y,start,end,split_x,split_y
5,gimme,gimpy,4,5,me,py
5,gimme,gnome,2,3,im,no
5,gimme,grime,2,3,im,ri
5,gimme,lemme,1,2,gi,le
5,gimpy,gipsy,3,4,mp,ps
5,gimpy,guppy,2,3,im,up
5,gimpy,jumpy,1,2,gi,ju
5,gimpy,lumpy,1,2,gi,lu
6,ginger,gingko,5,6,er,ko
6,ginger,girder,3,4,ng,rd
6,ginger,gouger,2,3,in,ou
6,ginger,hanger,1,2,gi,ha
6,ginger,hunger,1,2,gi,hu
6,ginger,longer,1,2,gi,lo
6,ginger,manger,1,2,gi,ma
6,ginger,monger,1,2,gi,mo
6,ginger,ranger,1,2,gi,ra
6,gingko,ginkgo,4,5,gk,kg
8,gingkoes,ginkgoes,4,5,gk,kg
7,gingkos,ginkgos,4,5,gk,kg
6,ginned,girded,3,4,nn,rd
6,ginned,girted,3,4,nn,rt
6,ginned,gowned,2,3,in,ow
6,ginned,kenned,1,2,gi,ke
6,ginned,manned,1,2,gi,ma
6,ginned,panned,1,2,gi,pa
6,ginned,penned,1,2,gi,pe
6,ginned,punned,1,2,gi,pu
6,ginned,sunned,1,2,gi,su
6,ginned,tanned,1,2,gi,ta
6,ginned,vanned,1,2,gi,va
7,ginning,ginseng,4,5,ni,se
7,ginning,girding,3,4,nn,rd
7,ginning,girting,3,4,nn,rt
7,ginning,gowning,2,3,in,ow
7,ginning,kenning,1,2,gi,ke
7,ginning,manning,1,2,gi,ma
7,ginning,panning,1,2,gi,pa
7,ginning,penning,1,2,gi,pe
7,ginning,punning,1,2,gi,pu
7,ginning,running,1,2,gi,ru
7,ginning,sunning,1,2,gi,su
7,ginning,tanning,1,2,gi,ta
7,ginning,vanning,1,2,gi,va
5,gipsy,gutsy,2,3,ip,ut
6,girded,girdle,5,6,ed,le
6,girded,glided,2,3,ir,li
6,girded,goaded,2,3,ir,oa
6,girded,graded,2,3,ir,ra
6,girded,guided,2,3,ir,ui
6,girded,herded,1,2,gi,he
6,girded,horded,1,2,gi,ho
6,girded,larded,1,2,gi,la
6,girded,lorded,1,2,gi,lo
6,girded,warded,1,2,gi,wa
6,girded,worded,1,2,gi,wo
6,girder,girdle,5,6,er,le
6,girder,glider,2,3,ir,li
6,girder,grader,2,3,ir,ra
6,girder,harder,1,2,gi,ha
6,girder,herder,1,2,gi,he
6,girder,larder,1,2,gi,la
6,girder,murder,1,2,gi,mu
6,girder,warder,1,2,gi,wa
7,girders,girdles,5,6,er,le
7,girders,gliders,2,3,ir,li
7,girders,graders,2,3,ir,ra
7,girders,herders,1,2,gi,he
7,girders,larders,1,2,gi,la
7,girders,murders,1,2,gi,mu
7,girders,warders,1,2,gi,wa
7,girding,gliding,2,3,ir,li
7,girding,goading,2,3,ir,oa
7,girding,grading,2,3,ir,ra
7,girding,guiding,2,3,ir,ui
7,girding,herding,1,2,gi,he
7,girding,hording,1,2,gi,ho
7,girding,larding,1,2,gi,la
7,girding,lording,1,2,gi,lo
7,girding,warding,1,2,gi,wa
7,girding,wording,1,2,gi,wo
6,girdle,hurdle,1,2,gi,hu
7,girdled,hurdled,1,2,gi,hu
7,girdles,hurdles,1,2,gi,hu
8,girdling,hurdling,1,2,gi,hu
5,girds,girth,4,5,ds,th
5,girds,gives,3,4,rd,ve
5,girds,glads,2,3,ir,la
5,girds,goads,2,3,ir,oa
5,girds,golds,2,3,ir,ol
5,girds,goods,2,3,ir,oo
5,girds,grads,2,3,ir,ra
5,girds,grids,2,3,ir,ri
5,girds,herds,1,2,gi,he
5,girds,lards,1,2,gi,la
5,girds,lords,1,2,gi,lo
5,girds,nerds,1,2,gi,ne
5,girds,turds,1,2,gi,tu
5,girds,wards,1,2,gi,wa
5,girds,words,1,2,gi,wo
5,girds,yards,1,2,gi,ya
5,girls,girth,4,5,ls,th
5,girls,gives,3,4,rl,ve
5,girls,goals,2,3,ir,oa
5,girls,gulls,2,3,ir,ul
5,girls,hurls,1,2,gi,hu
5,girls,purls,1,2,gi,pu
6,girted,girths,5,6,ed,hs
6,girted,grated,2,3,ir,ra
6,girted,gusted,2,3,ir,us
6,girted,gutted,2,3,ir,ut
6,girted,parted,1,2,gi,pa
6,girted,ported,1,2,gi,po
6,girted,sorted,1,2,gi,so
5,girth,north,1,2,gi,no
5,girth,worth,1,2,gi,wo
7,girting,grating,2,3,ir,ra
7,girting,gusting,2,3,ir,us
7,girting,gutting,2,3,ir,ut
7,girting,hurting,1,2,gi,hu
7,girting,parting,1,2,gi,pa
7,girting,porting,1,2,gi,po
7,girting,sorting,1,2,gi,so
5,girts,gives,3,4,rt,ve
5,girts,gluts,2,3,ir,lu
5,girts,gnats,2,3,ir,na
5,girts,goats,2,3,ir,oa
5,girts,grits,2,3,ir,ri
5,girts,gusts,2,3,ir,us
5,girts,harts,1,2,gi,ha
5,girts,hurts,1,2,gi,hu
5,girts,marts,1,2,gi,ma
5,girts,parts,1,2,gi,pa
5,girts,ports,1,2,gi,po
5,girts,sorts,1,2,gi,so
5,girts,tarts,1,2,gi,ta
5,girts,torts,1,2,gi,to
5,girts,warts,1,2,gi,wa
5,given,green,2,3,iv,re
5,given,haven,1,2,gi,ha
5,given,maven,1,2,gi,ma
5,given,raven,1,2,gi,ra
5,given,seven,1,2,gi,se
5,given,woven,1,2,gi,wo
6,givens,greens,2,3,iv,re
6,givens,havens,1,2,gi,ha
6,givens,mavens,1,2,gi,ma
6,givens,ravens,1,2,gi,ra
6,givens,sevens,1,2,gi,se
5,gives,glues,2,3,iv,lu
5,gives,gores,2,3,iv,or
5,gives,gybes,2,3,iv,yb
5,gives,haves,1,2,gi,ha
5,gives,loves,1,2,gi,lo
5,gives,moves,1,2,gi,mo
5,gives,naves,1,2,gi,na
5,gives,paves,1,2,gi,pa
5,gives,raves,1,2,gi,ra
5,gives,roves,1,2,gi,ro
5,gives,saves,1,2,gi,sa
5,gives,waves,1,2,gi,wa
6,giving,gluing,2,3,iv,lu
6,giving,goring,2,3,iv,or
6,giving,guying,2,3,iv,uy
6,giving,gybing,2,3,iv,yb
6,giving,having,1,2,gi,ha
6,giving,loving,1,2,gi,lo
6,giving,moving,1,2,gi,mo
6,giving,paving,1,2,gi,pa
6,giving,raving,1,2,gi,ra
6,giving,roving,1,2,gi,ro
6,giving,saving,1,2,gi,sa
6,giving,waving,1,2,gi,wa
7,glacial,glacier,6,7,al,er
7,glacial,spacial,1,2,gl,sp
7,glacier,gladder,4,5,ci,dd
7,glacier,spacier,1,2,gl,sp
8,gladdens,gladdest,7,8,ns,st
7,gladder,glazier,4,5,dd,zi
5,glade,gland,4,5,de,nd
5,glade,glass,4,5,de,ss
5,glade,globe,3,4,ad,ob
5,glade,glove,3,4,ad,ov
5,glade,guide,2,3,la,ui
5,glade,shade,1,2,gl,sh
5,glade,spade,1,2,gl,sp
5,glade,trade,1,2,gl,tr
6,glades,gladly,5,6,es,ly
6,glades,glands,4,5,de,nd
6,glades,globes,3,4,ad,ob
6,glades,gloves,3,4,ad,ov
6,glades,guides,2,3,la,ui
6,glades,shades,1,2,gl,sh
6,glades,spades,1,2,gl,sp
6,glades,trades,1,2,gl,tr
6,gladly,glassy,4,5,dl,ss
6,gladly,glibly,3,4,ad,ib
6,gladly,glumly,3,4,ad,um
6,gladly,goodly,2,3,la,oo
8,gladness,glibness,3,4,ad,ib
8,gladness,glumness,3,4,ad,um
8,gladness,goodness,2,3,la,oo
5,glads,gland,4,5,ds,nd
5,glads,glare,4,5,ds,re
5,glads,glaze,4,5,ds,ze
5,glads,glens,3,4,ad,en
5,glads,globs,3,4,ad,ob
5,glads,gloss,3,4,ad,os
5,glads,glows,3,4,ad,ow
5,glads,glues,3,4,ad,ue
5,glads,gluts,3,4,ad,ut
5,glads,golds,2,3,la,ol
5,glads,goods,2,3,la,oo
5,glads,grids,2,3,la,ri
5,glads,heads,1,2,gl,he
5,glads,leads,1,2,gl,le
5,glads,loads,1,2,gl,lo
5,glads,quads,1,2,gl,qu
5,glads,reads,1,2,gl,re
5,glads,roads,1,2,gl,ro
5,glads,scads,1,2,gl,sc
5,glads,shads,1,2,gl,sh
5,glads,toads,1,2,gl,to
9,glamoring,glamorize,8,9,ng,ze
7,glamors,glamour,6,7,rs,ur
10,glamouring,glamourize,9,10,ng,ze
6,glance,glands,5,6,ce,ds
6,glance,nuance,1,2,gl,nu
6,glance,prance,1,2,gl,pr
6,glance,stance,1,2,gl,st
6,glance,trance,1,2,gl,tr
7,glanced,glassed,4,5,nc,ss
7,glanced,nuanced,1,2,gl,nu
7,glanced,pranced,1,2,gl,pr
7,glances,glasses,4,5,nc,ss
7,glances,nuances,1,2,gl,nu
7,glances,prances,1,2,gl,pr
7,glances,stances,1,2,gl,st
7,glances,trances,1,2,gl,tr
8,glancing,glassing,4,5,nc,ss
8,glancing,prancing,1,2,gl,pr
5,gland,glare,4,5,nd,re
5,gland,glass,4,5,nd,ss
5,gland,glaze,4,5,nd,ze
5,gland,glued,3,4,an,ue
5,gland,grind,2,3,la,ri
5,gland,stand,1,2,gl,st
5,gland,viand,1,2,gl,vi
6,glands,glares,4,5,nd,re
6,glands,glazes,4,5,nd,ze
6,glands,grinds,2,3,la,ri
6,glands,stands,1,2,gl,st
6,glands,viands,1,2,gl,vi
5,glare,glass,4,5,re,ss
5,glare,glide,3,4,ar,id
5,glare,globe,3,4,ar,ob
5,glare,glove,3,4,ar,ov
5,glare,scare,1,2,gl,sc
5,glare,share,1,2,gl,sh
5,glare,snare,1,2,gl,sn
5,glare,spare,1,2,gl,sp
5,glare,stare,1,2,gl,st
6,glared,glided,3,4,ar,id
6,glared,gloved,3,4,ar,ov
6,glared,glowed,3,4,ar,ow
6,glared,neared,1,2,gl,ne
6,glared,reared,1,2,gl,re
6,glared,roared,1,2,gl,ro
6,glared,scared,1,2,gl,sc
6,glared,seared,1,2,gl,se
6,glared,shared,1,2,gl,sh
6,glared,snared,1,2,gl,sn
6,glared,soared,1,2,gl,so
6,glared,spared,1,2,gl,sp
6,glared,stared,1,2,gl,st
6,glared,teared,1,2,gl,te
6,glares,glides,3,4,ar,id
6,glares,globes,3,4,ar,ob
6,glares,gloves,3,4,ar,ov
6,glares,scares,1,2,gl,sc
6,glares,shares,1,2,gl,sh
6,glares,snares,1,2,gl,sn
6,glares,spares,1,2,gl,sp
6,glares,stares,1,2,gl,st
7,glaring,gliding,3,4,ar,id
7,glaring,gloving,3,4,ar,ov
7,glaring,glowing,3,4,ar,ow
7,glaring,glueing,3,4,ar,ue
7,glaring,hearing,1,2,gl,he
7,glaring,nearing,1,2,gl,ne
7,glaring,rearing,1,2,gl,re
7,glaring,roaring,1,2,gl,ro
7,glaring,scaring,1,2,gl,sc
7,glaring,searing,1,2,gl,se
7,glaring,sharing,1,2,gl,sh
7,glaring,snaring,1,2,gl,sn
7,glaring,soaring,1,2,gl,so
7,glaring,sparing,1,2,gl,sp
7,glaring,staring,1,2,gl,st
7,glaring,tearing,1,2,gl,te
7,glaring,wearing,1,2,gl,we
9,glaringly,glowingly,3,4,ar,ow
9,glaringly,sparingly,1,2,gl,sp
5,glass,glaze,4,5,ss,ze
5,glass,glens,3,4,as,en
5,glass,globs,3,4,as,ob
5,glass,glows,3,4,as,ow
5,glass,glues,3,4,as,ue
5,glass,gluts,3,4,as,ut
5,glass,gross,2,3,la,ro
5,glass,guess,2,3,la,ue
7,glassed,grossed,2,3,la,ro
7,glassed,guessed,2,3,la,ue
7,glasses,grosses,2,3,la,ro
7,glasses,guesses,2,3,la,ue
8,glassier,glassing,7,8,er,ng
8,glassing,grossing,2,3,la,ro
8,glassing,guessing,2,3,la,ue
5,glaze,glide,3,4,az,id
5,glaze,globe,3,4,az,ob
5,glaze,glove,3,4,az,ov
6,glazed,glided,3,4,az,id
6,glazed,gloved,3,4,az,ov
6,glazed,glowed,3,4,az,ow
6,glazes,glides,3,4,az,id
6,glazes,globes,3,4,az,ob
6,glazes,gloves,3,4,az,ov
7,glazier,glazing,6,7,er,ng
7,glazing,gliding,3,4,az,id
7,glazing,gloving,3,4,az,ov
7,glazing,glowing,3,4,az,ow
7,glazing,glueing,3,4,az,ue
5,gleam,glens,4,5,am,ns
5,gleam,gloom,3,4,ea,oo
5,gleam,steam,1,2,gl,st
7,gleamed,steamed,1,2,gl,st
8,gleaming,steaming,1,2,gl,st
6,gleams,steams,1,2,gl,st
5,glean,glens,4,5,an,ns
5,glean,groan,2,3,le,ro
5,glean,ocean,1,2,gl,oc
5,glean,paean,1,2,gl,pa
7,gleaned,groaned,2,3,le,ro
8,gleaning,groaning,2,3,le,ro
6,gleans,groans,2,3,le,ro
6,gleans,oceans,1,2,gl,oc
6,gleans,paeans,1,2,gl,pa
5,glens,globs,3,4,en,ob
5,glens,gloss,3,4,en,os
5,glens,glows,3,4,en,ow
5,glens,glues,3,4,en,ue
5,glens,gluts,3,4,en,ut
5,glens,goons,2,3,le,oo
5,glens,gowns,2,3,le,ow
5,glens,grins,2,3,le,ri
5,glens,keens,1,2,gl,ke
5,glens,liens,1,2,gl,li
5,glens,miens,1,2,gl,mi
5,glens,omens,1,2,gl,om
5,glens,opens,1,2,gl,op
5,glens,ovens,1,2,gl,ov
5,glens,teens,1,2,gl,te
5,glens,whens,1,2,gl,wh
5,glens,wrens,1,2,gl,wr
7,glibber,glimmer,4,5,bb,mm
7,glibber,glitter,4,5,bb,tt
7,glibber,grabber,2,3,li,ra
6,glibly,glitzy,4,5,bl,tz
6,glibly,glumly,3,4,ib,um
8,glibness,glumness,3,4,ib,um
5,glide,glint,4,5,de,nt
5,glide,glitz,4,5,de,tz
5,glide,globe,3,4,id,ob
5,glide,glove,3,4,id,ov
5,glide,grade,2,3,li,ra
5,glide,oxide,1,2,gl,ox
5,glide,pride,1,2,gl,pr
5,glide,snide,1,2,gl,sn
6,glided,gloved,3,4,id,ov
6,glided,glowed,3,4,id,ow
6,glided,goaded,2,3,li,oa
6,glided,graded,2,3,li,ra
6,glided,prided,1,2,gl,pr
6,glided,raided,1,2,gl,ra
6,glided,voided,1,2,gl,vo
6,glider,glower,3,4,id,ow
6,glider,gluier,3,4,id,ui
6,glider,grader,2,3,li,ra
6,glider,raider,1,2,gl,ra
6,glider,snider,1,2,gl,sn
6,glider,spider,1,2,gl,sp
7,gliders,glowers,3,4,id,ow
7,gliders,graders,2,3,li,ra
7,gliders,raiders,1,2,gl,ra
7,gliders,spiders,1,2,gl,sp
6,glides,glints,4,5,de,nt
6,glides,globes,3,4,id,ob
6,glides,gloves,3,4,id,ov
6,glides,grades,2,3,li,ra
6,glides,oxides,1,2,gl,ox
6,glides,prides,1,2,gl,pr
7,gliding,gloving,3,4,id,ov
7,gliding,glowing,3,4,id,ow
7,gliding,glueing,3,4,id,ue
7,gliding,goading,2,3,li,oa
7,gliding,grading,2,3,li,ra
7,gliding,priding,1,2,gl,pr
7,gliding,raiding,1,2,gl,ra
7,gliding,voiding,1,2,gl,vo
7,glimmer,glitter,4,5,mm,tt
7,glimmer,primmer,1,2,gl,pr
7,glimmer,shimmer,1,2,gl,sh
7,glimmer,swimmer,1,2,gl,sw
7,glimmer,trimmer,1,2,gl,tr
9,glimmered,glittered,4,5,mm,tt
9,glimmered,shimmered,1,2,gl,sh
10,glimmering,glittering,4,5,mm,tt
10,glimmering,shimmering,1,2,gl,sh
8,glimmers,glitters,4,5,mm,tt
8,glimmers,shimmers,1,2,gl,sh
8,glimmers,swimmers,1,2,gl,sw
8,glimmers,trimmers,1,2,gl,tr
5,glint,glitz,4,5,nt,tz
5,glint,gloat,3,4,in,oa
5,glint,grant,2,3,li,ra
5,glint,grunt,2,3,li,ru
5,glint,joint,1,2,gl,jo
5,glint,paint,1,2,gl,pa
5,glint,point,1,2,gl,po
5,glint,print,1,2,gl,pr
5,glint,saint,1,2,gl,sa
5,glint,stint,1,2,gl,st
5,glint,taint,1,2,gl,ta
7,glinted,gloated,3,4,in,oa
7,glinted,glutted,3,4,in,ut
7,glinted,granted,2,3,li,ra
7,glinted,grunted,2,3,li,ru
7,glinted,jointed,1,2,gl,jo
7,glinted,painted,1,2,gl,pa
7,glinted,pointed,1,2,gl,po
7,glinted,printed,1,2,gl,pr
7,glinted,stinted,1,2,gl,st
7,glinted,tainted,1,2,gl,ta
8,glinting,gloating,3,4,in,oa
8,glinting,glutting,3,4,in,ut
8,glinting,granting,2,3,li,ra
8,glinting,grunting,2,3,li,ru
8,glinting,jointing,1,2,gl,jo
8,glinting,painting,1,2,gl,pa
8,glinting,pointing,1,2,gl,po
8,glinting,printing,1,2,gl,pr
8,glinting,stinting,1,2,gl,st
8,glinting,tainting,1,2,gl,ta
6,glints,gloats,3,4,in,oa
6,glints,grants,2,3,li,ra
6,glints,grunts,2,3,li,ru
6,glints,joints,1,2,gl,jo
6,glints,paints,1,2,gl,pa
6,glints,points,1,2,gl,po
6,glints,prints,1,2,gl,pr
6,glints,saints,1,2,gl,sa
6,glints,stints,1,2,gl,st
6,glints,taints,1,2,gl,ta
7,glisten,moisten,1,2,gl,mo
9,glistened,moistened,1,2,gl,mo
10,glistening,moistening,1,2,gl,mo
8,glistens,moistens,1,2,gl,mo
6,glitch,glitzy,5,6,ch,zy
6,glitch,snitch,1,2,gl,sn
6,glitch,stitch,1,2,gl,st
6,glitch,switch,1,2,gl,sw
6,glitch,twitch,1,2,gl,tw
8,glitches,snitches,1,2,gl,sn
8,glitches,stitches,1,2,gl,st
8,glitches,switches,1,2,gl,sw
8,glitches,twitches,1,2,gl,tw
7,glitter,knitter,1,2,gl,kn
7,glitter,quitter,1,2,gl,qu
7,glitter,skitter,1,2,gl,sk
7,glitter,twitter,1,2,gl,tw
9,glittered,skittered,1,2,gl,sk
9,glittered,twittered,1,2,gl,tw
10,glittering,skittering,1,2,gl,sk
10,glittering,twittering,1,2,gl,tw
8,glitters,knitters,1,2,gl,kn
8,glitters,quitters,1,2,gl,qu
8,glitters,skitters,1,2,gl,sk
8,glitters,twitters,1,2,gl,tw
8,gloaming,glorying,4,5,am,ry
8,gloaming,glossing,4,5,am,ss
5,gloat,globe,4,5,at,be
5,gloat,globs,4,5,at,bs
5,gloat,gloom,4,5,at,om
5,gloat,glory,4,5,at,ry
5,gloat,gloss,4,5,at,ss
5,gloat,glove,4,5,at,ve
5,gloat,glows,4,5,at,ws
5,gloat,great,2,3,lo,re
5,gloat,stoat,1,2,gl,st
7,gloated,gloried,4,5,at,ri
7,gloated,glossed,4,5,at,ss
7,gloated,glutted,3,4,oa,ut
7,gloated,gyrated,2,3,lo,yr
8,gloating,glorying,4,5,at,ry
8,gloating,glossing,4,5,at,ss
8,gloating,glutting,3,4,oa,ut
8,gloating,gyrating,2,3,lo,yr
6,gloats,globes,4,5,at,be
6,gloats,gloves,4,5,at,ve
6,gloats,greats,2,3,lo,re
6,gloats,stoats,1,2,gl,st
6,global,globes,5,6,al,es
5,globe,gloom,4,5,be,om
5,globe,glory,4,5,be,ry
5,globe,gloss,4,5,be,ss
5,globe,glows,4,5,be,ws
5,globe,grebe,2,3,lo,re
5,globe,probe,1,2,gl,pr
6,globes,grebes,2,3,lo,re
6,globes,probes,1,2,gl,pr
5,globs,gloom,4,5,bs,om
5,globs,glory,4,5,bs,ry
5,globs,glove,4,5,bs,ve
5,globs,glues,3,4,ob,ue
5,globs,gluts,3,4,ob,ut
5,globs,grabs,2,3,lo,ra
5,globs,grubs,2,3,lo,ru
5,globs,knobs,1,2,gl,kn
5,globs,snobs,1,2,gl,sn
8,globular,globules,7,8,ar,es
5,gloom,glory,4,5,om,ry
5,gloom,gloss,4,5,om,ss
5,gloom,glove,4,5,om,ve
5,gloom,glows,4,5,om,ws
8,gloomier,gloomily,7,8,er,ly
8,gloomier,glossier,4,5,om,ss
9,gloomiest,glossiest,4,5,om,ss
10,gloominess,glossiness,4,5,om,ss
6,gloomy,glossy,4,5,om,ss
7,gloried,glorify,6,7,ed,fy
7,gloried,glossed,4,5,ri,ss
7,gloried,storied,1,2,gl,st
7,glories,glorify,6,7,es,fy
7,glories,glosses,4,5,ri,ss
7,glories,ivories,1,2,gl,iv
7,glories,stories,1,2,gl,st
5,glory,gloss,4,5,ry,ss
5,glory,glove,4,5,ry,ve
5,glory,glows,4,5,ry,ws
5,glory,gluey,3,4,or,ue
5,glory,ivory,1,2,gl,iv
5,glory,story,1,2,gl,st
8,glorying,glossing,4,5,ry,ss
5,gloss,glove,4,5,ss,ve
5,gloss,glues,3,4,os,ue
5,gloss,gluts,3,4,os,ut
5,gloss,grass,2,3,lo,ra
5,gloss,guess,2,3,lo,ue
7,glossed,grassed,2,3,lo,ra
7,glossed,guessed,2,3,lo,ue
7,glosses,grasses,2,3,lo,ra
7,glosses,guesses,2,3,lo,ue
8,glossier,glossing,7,8,er,ng
8,glossier,grassier,2,3,lo,ra
8,glossies,glossing,7,8,es,ng
9,glossiest,grassiest,2,3,lo,ra
8,glossing,grassing,2,3,lo,ra
8,glossing,guessing,2,3,lo,ue
6,glossy,grassy,2,3,lo,ra
5,glove,glows,4,5,ve,ws
5,glove,grave,2,3,lo,ra
5,glove,prove,1,2,gl,pr
5,glove,shove,1,2,gl,sh
5,glove,stove,1,2,gl,st
6,gloved,graved,2,3,lo,ra
6,gloved,proved,1,2,gl,pr
6,gloved,shoved,1,2,gl,sh
6,gloves,graves,2,3,lo,ra
6,gloves,hooves,1,2,gl,ho
6,gloves,proves,1,2,gl,pr
6,gloves,shoves,1,2,gl,sh
6,gloves,stoves,1,2,gl,st
7,gloving,glueing,3,4,ov,ue
7,gloving,graving,2,3,lo,ra
7,gloving,proving,1,2,gl,pr
7,gloving,shoving,1,2,gl,sh
6,glowed,gnawed,2,3,lo,na
6,glowed,meowed,1,2,gl,me
6,glowed,showed,1,2,gl,sh
6,glowed,snowed,1,2,gl,sn
6,glowed,stowed,1,2,gl,st
6,glower,gluier,3,4,ow,ui
6,glower,shower,1,2,gl,sh
8,glowered,showered,1,2,gl,sh
9,glowering,showering,1,2,gl,sh
7,glowers,showers,1,2,gl,sh
7,glowing,glueing,3,4,ow,ue
7,glowing,gnawing,2,3,lo,na
7,glowing,knowing,1,2,gl,kn
7,glowing,meowing,1,2,gl,me
7,glowing,showing,1,2,gl,sh
7,glowing,snowing,1,2,gl,sn
7,glowing,stowing,1,2,gl,st
9,glowingly,knowingly,1,2,gl,kn
5,glows,glues,3,4,ow,ue
5,glows,gluts,3,4,ow,ut
5,glows,gnaws,2,3,lo,na
5,glows,knows,1,2,gl,kn
5,glows,meows,1,2,gl,me
5,glows,prows,1,2,gl,pr
5,glows,scows,1,2,gl,sc
5,glows,shows,1,2,gl,sh
5,glows,snows,1,2,gl,sn
5,glows,stows,1,2,gl,st
5,glued,gluts,4,5,ed,ts
5,glued,gored,2,3,lu,or
5,glued,greed,2,3,lu,re
5,glued,guyed,2,3,lu,uy
5,glued,gybed,2,3,lu,yb
5,glued,trued,1,2,gl,tr
7,glueing,trueing,1,2,gl,tr
5,glues,gores,2,3,lu,or
5,glues,gybes,2,3,lu,yb
5,glues,trues,1,2,gl,tr
5,gluey,gluts,4,5,ey,ts
5,gluey,gooey,2,3,lu,oo
6,gluier,gluing,5,6,er,ng
6,gluier,gooier,2,3,lu,oo
6,gluier,gorier,2,3,lu,or
7,gluiest,gooiest,2,3,lu,oo
7,gluiest,goriest,2,3,lu,or
6,gluing,goring,2,3,lu,or
6,gluing,guying,2,3,lu,uy
6,gluing,gybing,2,3,lu,yb
6,gluing,truing,1,2,gl,tr
6,glumly,grimly,2,3,lu,ri
7,glummer,grimmer,2,3,lu,ri
8,glummest,grimmest,2,3,lu,ri
8,glumness,grimness,2,3,lu,ri
6,gluten,gotten,2,3,lu,ot
5,gluts,gnats,2,3,lu,na
5,gluts,goats,2,3,lu,oa
5,gluts,grits,2,3,lu,ri
5,gluts,gusts,2,3,lu,us
5,gluts,louts,1,2,gl,lo
5,gluts,pouts,1,2,gl,po
5,gluts,routs,1,2,gl,ro
5,gluts,shuts,1,2,gl,sh
5,gluts,smuts,1,2,gl,sm
5,gluts,touts,1,2,gl,to
7,glutted,glutton,6,7,ed,on
7,glutted,gritted,2,3,lu,ri
8,glutting,gritting,2,3,lu,ri
8,glutting,shutting,1,2,gl,sh
8,glycerin,glycerol,7,8,in,ol
5,glyph,graph,2,3,ly,ra
5,gnarl,gnash,4,5,rl,sh
5,gnarl,gnats,4,5,rl,ts
5,gnarl,gnawn,4,5,rl,wn
5,gnarl,gnaws,4,5,rl,ws
5,gnarl,pearl,1,2,gn,pe
7,gnarled,gnashed,4,5,rl,sh
7,gnarled,pearled,1,2,gn,pe
8,gnarlier,gnarling,7,8,er,ng
8,gnarlier,pearlier,1,2,gn,pe
9,gnarliest,pearliest,1,2,gn,pe
8,gnarling,gnashing,4,5,rl,sh
8,gnarling,pearling,1,2,gn,pe
8,gnarling,starling,1,2,gn,st
8,gnarling,yearling,1,2,gn,ye
6,gnarls,pearls,1,2,gn,pe
6,gnarly,nearly,1,2,gn,ne
6,gnarly,pearly,1,2,gn,pe
6,gnarly,yearly,1,2,gn,ye
5,gnash,gnats,4,5,sh,ts
5,gnash,gnawn,4,5,sh,wn
5,gnash,gnaws,4,5,sh,ws
5,gnash,leash,1,2,gn,le
5,gnash,quash,1,2,gn,qu
5,gnash,slash,1,2,gn,sl
5,gnash,smash,1,2,gn,sm
5,gnash,stash,1,2,gn,st
5,gnash,swash,1,2,gn,sw
5,gnash,trash,1,2,gn,tr
7,gnashed,leashed,1,2,gn,le
7,gnashed,quashed,1,2,gn,qu
7,gnashed,slashed,1,2,gn,sl
7,gnashed,smashed,1,2,gn,sm
7,gnashed,stashed,1,2,gn,st
7,gnashed,swashed,1,2,gn,sw
7,gnashed,trashed,1,2,gn,tr
7,gnashes,leashes,1,2,gn,le
7,gnashes,quashes,1,2,gn,qu
7,gnashes,slashes,1,2,gn,sl
7,gnashes,smashes,1,2,gn,sm
7,gnashes,stashes,1,2,gn,st
7,gnashes,swashes,1,2,gn,sw
7,gnashes,trashes,1,2,gn,tr
8,gnashing,leashing,1,2,gn,le
8,gnashing,quashing,1,2,gn,qu
8,gnashing,slashing,1,2,gn,sl
8,gnashing,smashing,1,2,gn,sm
8,gnashing,stashing,1,2,gn,st
8,gnashing,swashing,1,2,gn,sw
8,gnashing,trashing,1,2,gn,tr
5,gnats,gnawn,4,5,ts,wn
5,gnats,grits,2,3,na,ri
5,gnats,gusts,2,3,na,us
5,gnats,heats,1,2,gn,he
5,gnats,meats,1,2,gn,me
5,gnats,moats,1,2,gn,mo
5,gnats,scats,1,2,gn,sc
5,gnats,seats,1,2,gn,se
5,gnats,slats,1,2,gn,sl
5,gnats,spats,1,2,gn,sp
5,gnats,stats,1,2,gn,st
5,gnats,swats,1,2,gn,sw
5,gnats,teats,1,2,gn,te
5,gnats,whats,1,2,gn,wh
6,gnawed,thawed,1,2,gn,th
7,gnawing,growing,2,3,na,ro
7,gnawing,thawing,1,2,gn,th
5,gnawn,grown,2,3,na,ro
5,gnawn,prawn,1,2,gn,pr
5,gnawn,spawn,1,2,gn,sp
5,gnaws,grows,2,3,na,ro
5,gnaws,thaws,1,2,gn,th
5,gnome,grime,2,3,no,ri
6,gnomes,grimes,2,3,no,ri
6,goaded,gobbed,3,4,ad,bb
6,goaded,golfed,3,4,ad,lf
6,goaded,gonged,3,4,ad,ng
6,goaded,goofed,3,4,ad,of
6,goaded,goosed,3,4,ad,os
6,goaded,gorged,3,4,ad,rg
6,goaded,gouged,3,4,ad,ug
6,goaded,gowned,3,4,ad,wn
6,goaded,guided,2,3,oa,ui
6,goaded,headed,1,2,go,he
6,goaded,leaded,1,2,go,le
6,goaded,shaded,1,2,go,sh
6,goaded,spaded,1,2,go,sp
6,goaded,traded,1,2,go,tr
7,goading,gobbing,3,4,ad,bb
